X;Y;id_local;reseau_loc;nom_loc;id_osm;num_iti;code_com_d;ame_d;regime_d;sens_d;largeur_d;local_d;statut_d;revet_d;code_com_g;ame_g;regime_g;sens_g;largeur_g;local_g;statut_g;revet_g;access_ame;date_maj;trafic_vit;lumiere;d_service;comm;source;project_c;ref_geo
1.27369931830107;45.8558496344097;;;;way/1037312933;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2026-01-07;;;;;OpenStreetMap;WGS84;
1.27374326609452;45.8599328313232;;;;way/453995237;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2024-03-04;;;;;OpenStreetMap;WGS84;
1.18411595330557;45.8256244343614;R 54;;;way/79978148;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;MEUBLE;"87085";AUCUN;;;;;EN SERVICE;MEUBLE;;2025-09-21;;;;;OpenStreetMap;WGS84;
1.26991580558731;45.8288758821998;;;;way/441423723;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2024-04-22;;;;;OpenStreetMap;WGS84;
1.269508;45.8241386003759;;;;way/42522770;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2024-04-22;;true;;;OpenStreetMap;WGS84;
1.2706613;45.8290486012471;;;;way/41192369;;"87085";PISTE CYCLABLE;AIRE PIETONNE;UNIDIRECTIONNEL;;TROTTOIR;EN SERVICE;RUGUEUX;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;;UNIDIRECTIONNEL;;TROTTOIR;EN SERVICE;RUGUEUX;ROLLER;2025-09-21;;false;C13;;OpenStreetMap;WGS84;
1.27145211498087;45.8234503128355;;;;way/134951185;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2025-11-09;;true;;;OpenStreetMap;WGS84;
1.27374568161113;45.823548777166;;;;way/232044313;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2025-11-09;;true;;;OpenStreetMap;WGS84;
1.28126444036048;45.9051706587369;;;;way/778850138;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;MEUBLE;"87085";AUCUN;;;;;EN SERVICE;MEUBLE;;2023-02-27;;;;;OpenStreetMap;WGS84;
1.28172953935003;45.8456919443014;;;;way/52984578;;"87085";AUTRE;;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUTRE;;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;;2025-09-21;;;;;OpenStreetMap;WGS84;
1.27818375986232;45.8409936995264;;;;way/481200200;;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-12-27;"30";;;;OpenStreetMap;WGS84;
1.27839361548981;45.8419601554001;;;;way/71195190;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2025-09-21;;;;;OpenStreetMap;WGS84;
1.27836461715165;45.8407820402041;;;;way/481200199;;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;ZONE 30;;;CHAUSSEE;EN SERVICE;LISSE;;2025-12-27;"30";true;;;OpenStreetMap;WGS84;
1.27826114703304;45.8405586303719;;;;way/224988508;;"87085";AUCUN;ZONE 30;;;;EN SERVICE;LISSE;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-09-21;"30";true;;;OpenStreetMap;WGS84;
1.27753822565823;45.8401681199033;;;;way/692316644;;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;ZONE 30;;;;EN SERVICE;LISSE;;2025-09-21;"30";true;;;OpenStreetMap;WGS84;
1.27720887099225;45.8405222890503;;;;way/481200201;;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;ZONE 30;;;;EN SERVICE;LISSE;;2025-12-27;"30";true;;;OpenStreetMap;WGS84;
1.27682405;45.839664300489;;;;way/31304688;;"87085";AUCUN;ZONE 30;;;;EN SERVICE;LISSE;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-09-21;"30";true;;;OpenStreetMap;WGS84;
1.27633568495583;45.8398614558149;;;;way/692316645;;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;ZONE 30;;;;EN SERVICE;LISSE;;2025-09-29;"30";true;;;OpenStreetMap;WGS84;
1.2764893;45.8532325508139;;;;way/1205537939;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2023-09-06;;;;;OpenStreetMap;WGS84;
1.2768785;45.8529564003896;;;;way/1205537938;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2023-09-06;;;;;OpenStreetMap;WGS84;
1.27590325;45.8536574507291;;;;way/1205537937;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-04-01;;;;;OpenStreetMap;WGS84;
1.27542218402419;45.8539982756692;;;;way/1205537940;;"87085";VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2023-09-06;;;;;OpenStreetMap;WGS84;
1.27557525;45.8539045503834;;;;way/1373806151;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-04-01;;;;;OpenStreetMap;WGS84;
1.2762687;45.8534657519935;;;;way/1178799725;;"87085";AUTRE;;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUTRE;;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;;2025-01-13;;;;;OpenStreetMap;WGS84;
1.27508716443267;45.8401747960643;;;;way/43402250;;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-09-29;"30";true;;;OpenStreetMap;WGS84;
1.27408301953737;45.8398500072243;;;;way/714066059;;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;ZONE 30;;;;EN SERVICE;LISSE;;2025-09-29;"30";;;;OpenStreetMap;WGS84;
1.27464965286623;45.8593516491145;;;;way/189651462;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2024-03-04;;;;;OpenStreetMap;WGS84;
1.27490903981125;45.8544386112933;;;;way/1178799724;;"87085";AUTRE;;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUTRE;;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;;2023-09-06;;;;;OpenStreetMap;WGS84;
1.27507666647907;45.8542350112429;;;;way/834271966;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2022-03-05;;;;;OpenStreetMap;WGS84;
1.27839222873898;45.837172470549;;;;way/1176635433;;"87085";PISTE CYCLABLE;;UNIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;;;;OpenStreetMap;WGS84;
1.2783085;45.8371079503964;;;;way/1176635434;;"87085";AUTRE;ZONE 30;;;;EN SERVICE;LISSE;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-06-12;"30";true;;;OpenStreetMap;WGS84;
1.27781989034914;45.833792698266;;;;way/57821516;;"87085";VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-09-21;;;;;OpenStreetMap;WGS84;
1.27763179441937;45.8347251996807;;;;way/57821517;;"87085";VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2025-09-21;;;;;OpenStreetMap;WGS84;
1.27764236492346;45.8369571393044;;;;way/692316646;;"87085";BANDE CYCLABLE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-06-12;"30";true;;;OpenStreetMap;WGS84;
1.2771168;45.8368247003824;;;;way/1176635435;;"87085";BANDE CYCLABLE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-09-21;"30";true;;;OpenStreetMap;WGS84;
1.27722822499064;45.8338766895205;;;;way/57821512;;"87085";VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-09-21;;;;;OpenStreetMap;WGS84;
1.27674102243301;45.8325582752043;;;;way/57821518;;"87085";VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-09-21;;;;;OpenStreetMap;WGS84;
1.27520987308562;45.8331113218784;;;;way/891565783;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-12-27;;;;;OpenStreetMap;WGS84;
1.27570183747031;45.8332454237923;;;;way/1462097074;;"87085";VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-12-27;;;;;OpenStreetMap;WGS84;
1.27552169334631;45.8354613940403;;;;way/1303733978;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2024-12-02;;;;;OpenStreetMap;WGS84;
1.27499288081862;45.8334192815252;;;;way/1462103120;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2025-12-27;;;;;OpenStreetMap;WGS84;
1.27514278850596;45.8343661212483;;;;way/1303733977;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2025-12-27;;;;;OpenStreetMap;WGS84;
1.1947342;45.8415799503733;;;;way/994976394;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2021-10-20;;;;;OpenStreetMap;WGS84;
1.19484505925924;45.8419202675304;D 941;;;way/1463173095;;"87085";AUCUN;ZONE 30;;;;EN SERVICE;LISSE;"87085";BANDE CYCLABLE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-12-31;"30";;;;OpenStreetMap;WGS84;
1.18858691505548;45.8443047313067;;;;way/1463174644;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-12-31;;;;;OpenStreetMap;WGS84;
1.1884305577178;45.8445208950131;;;;way/1463174643;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-12-31;;;;;OpenStreetMap;WGS84;
1.18903005;45.8445012503692;;;;way/1463174642;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-12-31;;;;;OpenStreetMap;WGS84;
1.27807675;45.8208267505438;;;;way/260949594;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2014-02-10;;;;;OpenStreetMap;WGS84;
1.27616056852021;45.8228150037679;;;;way/1419242068;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2025-11-09;;true;;;OpenStreetMap;WGS84;
1.2746574;45.8229820003694;;;;way/134951169;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2025-11-09;;true;;;OpenStreetMap;WGS84;
1.2859298;45.8604199004568;;;;way/698332943;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2021-04-08;;;;;OpenStreetMap;WGS84;
1.2859638;45.8604536504613;D 250;;;way/26761294;;"87085";AUTRE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;EN AGGLOMERATION;;;;EN SERVICE;LISSE;;2025-01-11;"50";;;;OpenStreetMap;WGS84;
1.28613502926178;45.8583895570906;D 142;;;way/1207802797;;"87085";BANDE CYCLABLE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;EN AGGLOMERATION;;;;EN SERVICE;LISSE;;2025-09-21;"50";true;;;OpenStreetMap;WGS84;
1.28644145;45.860299500386;D 250;;;way/45135865;;"87085";AUTRE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;EN AGGLOMERATION;;;;EN SERVICE;LISSE;;2025-09-21;"50";;;;OpenStreetMap;WGS84;
1.28658605;45.8590124003677;D 142;;;way/767842333;;"87085";BANDE CYCLABLE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;EN AGGLOMERATION;;;;EN SERVICE;LISSE;;2025-09-21;"50";true;;;OpenStreetMap;WGS84;
1.28709866660823;45.8519546942336;;;;way/96642248;;"87085";VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2021-05-26;;;;;OpenStreetMap;WGS84;
1.28681264545915;45.8532342037571;;;;way/43377808;;"87085";AUTRE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUTRE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;;2025-02-09;"30";;;;OpenStreetMap;WGS84;
1.28690140299329;45.8594461131732;D 142;;;way/412764069;;"87085";BANDE CYCLABLE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;EN AGGLOMERATION;;;;EN SERVICE;LISSE;;2025-12-27;"50";;;;OpenStreetMap;WGS84;
1.28674579839003;45.8600560172215;;;;way/698332945;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2025-12-27;;;;;OpenStreetMap;WGS84;
1.28770730059793;45.8598275765758;;;;way/1462100908;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-12-27;;;;;OpenStreetMap;WGS84;
1.28731571075044;45.842364048849;;;;way/1463067831;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2026-01-01;;;;;OpenStreetMap;WGS84;
1.28743913159257;45.8423523963776;;;;way/1463066189;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-12-31;;;;;OpenStreetMap;WGS84;
1.28754278912189;45.8425846799313;;;;way/566781755;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2026-01-01;;;;;OpenStreetMap;WGS84;
1.279479939709;45.835620115114;;;;way/57821514;;"87085";VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-09-21;;;;;OpenStreetMap;WGS84;
1.27934554260209;45.8351824056443;;;;way/57821508;;"87085";VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-09-21;;;;;OpenStreetMap;WGS84;
1.27927330106865;45.8373926495568;;;;way/274736357;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;true;;;OpenStreetMap;WGS84;
1.27888847095579;45.8371660627976;;;;way/692316647;;"87085";AUCUN;ZONE 30;;;;EN SERVICE;LISSE;"87085";AUTRE;ZONE 30;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2024-08-27;"30";;;;OpenStreetMap;WGS84;
1.27865987721369;45.8430466908392;;;;way/553636436;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2024-01-02;;;;;OpenStreetMap;WGS84;
1.2790078;45.8431493003662;;;;way/553636435;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;false;;;OpenStreetMap;WGS84;
1.27900025;45.8431438503684;;;;way/1176644872;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;false;;;OpenStreetMap;WGS84;
1.2789871;45.8431448503661;;;;way/1176644870;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;false;;;OpenStreetMap;WGS84;
1.27904599183679;45.8430964345781;;;;way/282322547;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;false;;;OpenStreetMap;WGS84;
1.2790407;45.8431527503661;;;;way/1176644869;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;false;;;OpenStreetMap;WGS84;
1.2790366;45.8431651003664;;;;way/1176644871;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;false;;;OpenStreetMap;WGS84;
1.27912125;45.8431934003708;;;;way/1176644830;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;false;;;OpenStreetMap;WGS84;
1.27895164262743;45.8441140450574;;;;way/43402424;;"87085";AUTRE;;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUTRE;;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-09-21;;true;;;OpenStreetMap;WGS84;
1.27876455;45.8613421003635;;;;way/715446364;;"87085";BANDE CYCLABLE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;EN AGGLOMERATION;;;;EN SERVICE;LISSE;;2025-01-14;"50";;;;OpenStreetMap;WGS84;
1.27886377830095;45.8613619998012;;;;way/1381450056;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-04-26;;;;;OpenStreetMap;WGS84;
1.27966475;45.8613241503655;D 250;;;way/715419768;;"87085";AUTRE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;EN AGGLOMERATION;;;;EN SERVICE;LISSE;;2025-01-08;"50";;;;OpenStreetMap;WGS84;
1.27936075;45.844202000374;;;;way/52984582;;"87085";AUTRE;;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUTRE;;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-09-21;;false;;;OpenStreetMap;WGS84;
1.2802013756804;45.8533820297369;;;;way/1205487853;;"87085";VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-05-17;;;;;OpenStreetMap;WGS84;
1.28045604195711;45.8611942670628;;;;way/577310611;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2025-12-28;;;;;OpenStreetMap;WGS84;
1.28073778370668;45.8383105367366;;;;way/274736354;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;true;;;OpenStreetMap;WGS84;
1.27994439565914;45.8376283612004;;;;way/274736356;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2022-07-21;;true;;;OpenStreetMap;WGS84;
1.2816446;45.8389819504275;;;;way/274736355;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2022-02-07;;;;;OpenStreetMap;WGS84;
1.28273018674339;45.8394024342662;;;;way/274736353;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;LISSE;"87085";AUCUN;;;;;EN SERVICE;LISSE;;2023-05-27;;;;;OpenStreetMap;WGS84;
1.20356437740956;45.8226252369365;;;;way/659754572;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;MEUBLE;"87085";AUCUN;;;;;EN SERVICE;MEUBLE;VTC;2025-12-31;;false;;;OpenStreetMap;WGS84;
1.19828712890677;45.8251689397942;;;;way/333457989;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-12-31;;;;;OpenStreetMap;WGS84;
1.19399284071644;45.8257693062845;;;;way/333457168;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;;BIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2024-10-28;;;;;OpenStreetMap;WGS84;
1.21231634842131;45.8389890465536;D 941;;;way/529744318;;"87085";AUCUN;EN AGGLOMERATION;;;;EN SERVICE;LISSE;"87085";BANDE CYCLABLE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-09-21;"50";;;;OpenStreetMap;WGS84;
1.21136672766136;45.8213662257224;D 79;;;way/333773130;;"87085";BANDE CYCLABLE;HORS AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUTRE;HORS AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;;2025-12-27;"70";true;;;OpenStreetMap;WGS84;
1.21285568905377;45.8215797032026;D 79;;;way/358896713;;"87085";COULOIR BUS+VELO;HORS AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;HORS AGGLOMERATION;;;;EN SERVICE;LISSE;;2025-12-27;"70";true;;;OpenStreetMap;WGS84;
1.21393265;45.8215504003694;D 79;;;way/696099633;;"87085";BANDE CYCLABLE;EN AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;EN AGGLOMERATION;;;;EN SERVICE;LISSE;;2025-12-27;"50";true;;;OpenStreetMap;WGS84;
1.21368815;45.8216089503695;D 79;;;way/696099632;;"87085";COULOIR BUS+VELO;HORS AGGLOMERATION;UNIDIRECTIONNEL;;CHAUSSEE;EN SERVICE;LISSE;"87085";AUCUN;HORS AGGLOMERATION;;;CHAUSSEE;EN SERVICE;LISSE;;2025-12-27;"70";true;;;OpenStreetMap;WGS84;
1.20206175239538;45.8211331259394;;;;way/302099235;;"87085";PISTE CYCLABLE;;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;RUGUEUX;"87085";AUCUN;;;;;EN SERVICE;RUGUEUX;;2023-05-27;;;;;OpenStreetMap;WGS84;
1.30036731319294;45.9180358680412;;;;way/710627080;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2019-08-04;;;;;OpenStreetMap;WGS84;
1.28526104914703;45.8209495427598;;;;way/290052688;;"87085";AMENAGEMENT MIXTE PIETON VELO HORS VOIE VERTE;AIRE PIETONNE;BIDIRECTIONNEL;;TROTTOIR;EN SERVICE;;"87085";AUCUN;;;;;EN SERVICE;;;2025-06-27;;;;;OpenStreetMap;WGS84;
